id,title,author,year,publisher
034532532X,The Lasko Tangent,Richard North Patterson,1990,Ballantine Books
0451180062,Abuse of Power,Nancy Taylor Rosenberg,1990,Signet Book
0671680420,BUM STEER,Nancy Pickard,1990,Pocket
0380700247,The Ghostway,Tony Hillerman,1990,Avon Books
0380720477,A Stained White Radiance,James Lee Burke,1990,Avon
067183651X,WITHOUT WARNING,Fern Michaels,1980,Pocket
1551666847,Cold Ridge,Carla Neggers,2000,Mira
0446610801,"The Ill-Made Mute (The Bitterbynde, Book 1)",Cecilia Dart-Thornton,2000,Aspect
0440213320,Deadlock (V.I. Warshawski Novels (Paperback)),SARA PARETSKY,1990,Dell
0140620990,The Christmas Books (Penguin Popular Classics),Charles Dickens,1990,Penguin Books Ltd
274273807X,Le Livre des illusions,Paul Auster,2000,Actes Sud
0671002538,Mexican Hat (Kevin Kerney Novels (Paperback)),Michael McGarrity,1990,Pocket Star
8501060038,O Rio de todos os Brasis: Uma reflexÃ£o em busca de auto-estima (ColeÃ§Ã£o MetrÃ³poles),Carlos Lessa,2000,Editora Record
0061007161,First Among Equals,Jeffrey Archer,1990,HarperTorch
0553013653,Pinball,Jerzy N Kosinski,1980,Bantam Books
0345387554,The Horse You Came In On,Martha Grimes,1990,Ballantine Books
0440139244,I Am the Only Running Footman,Martha Grimes,1990,Dell Publishing Company
0811824829,52 Deck Series: 52 Ways to Celebrate Friendship,Lynn Gordon,2000,Chronicle Books
0749320346,The Bridges of Madison County,Robert James Waller,1990,Mandarin
0345394259,Hotel Paradise,Martha Grimes,1990,Ballantine Books
0553565370,Scandal in Fair Haven,Carolyn G. Hart,1990,Bantam Books
0140150315,The Portable Thoreau (Penguin Classics),Henry David Thoreau,1970,Penguin Books
0140481389,The Crucible: A Play in Four Acts (Penguin Plays),Arthur Miller,1970,Penguin Books
8571647658,Achados e perdidos,L. A GarcÃ­a-Roza,1990,Companhia das Letras
8535901809,Uma janela em Copacabana,L. A GarcÃ­a-Roza,2000,Companhia das Letras
0671795880,Best Destiny (Star Trek),Diane Carey,1990,Pocket
0440153271,The Man With a Load of Mischief,Martha Grimes,1990,Dell Publishing Company
0446327069,Happy Are the Meek,Andrew M. Greeley,1980,Warner Books
0345405072,Lost World,Michael Crichton,1990,Ballantine Books
0553296906,Blue Willow,DEBORAH SMITH,1990,Bantam
0525934251,Bastard Out of Carolina,Dorothy Allison,1990,Dutton Books
0671679155,ALMOST HEAVEN,Judith McNaught,1990,Pocket
0399150439,Naked Prey,John Sandford,2000,Putnam Publishing Group
1861976127,"Eats, Shoots and Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,2000,Profile Books Ltd
0345350472,Blade Runner: (Do Androids Dream of Electric Sheep),Philip K. Dick,1990,Del Rey Books
0140077413,The Ransom Game (Penguin Crime Fiction),Howard Engel,1980,Penguin Books Ltd
0671554271,ISHMAEL,Barbara Hambly,1980,Star Trek
1853260916,To the Lighthouse,Virginia Woolf,1990,Lb May &amp Assoc Inc
0582275105,More Tales from Shakespeare (Longman Fiction),Charles Lamb,1990,Penguin Longman Publishing
0312965966,Denial (Frank Clevenger),Keith Ablow,1990,St Martin's Paperbacks
014044534X,The Civilization of the Renaissance in Italy (Penguin Classics),Jacob Burckhardt,1990,Penguin Books
0395051126,"Selections from Ralph Waldo Emerson (Riverside Editions, A13)",Ralph Waldo Emerson,1960,Houghton Mifflin Company
0451176723,Mitigating Circumstances,Nancy Taylor Rosenberg,1990,Signet Book
0425105679,Cards on the Table (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2000,Berkley Publishing Group
0449005828,Bedford Square (Charlotte &amp; Thomas Pitt Novels (Paperback)),Anne Perry,2000,Ballantine Books
0451407830,The Burglar in the Library: A Bernie Rhodenbarr Mystery (Bernie Rhodenbarr Mysteries (Paperback)),Lawrence Block,1990,Signet Book
0553275569,The Right Stuff,Tom Wolfe,1980,Bantam
0140295569,High Fidelity,Nick Hornby,2000,Penguin Books Ltd
0380732661,The Ritual Bath (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1990,Avon
0515118559,True Betrayals,Nora Roberts,1990,Jove Books
0446340952,Fletch Won,Gregory McDonald,1980,Warner Books
0553564978,Venus Envy,Rita Mae Brown,1990,Bantam Books
0451167538,Different Seasons (Signet),Stephen King,2000,Signet Book
0061093327,Low Country,Anne Rivers Siddons,1990,HarperTorch
0140621393,Journey to the Centre of the Earth (Penguin Popular Classics),Jules Verne,1990,Penguin Books Ltd
1858284422,"The Rough Guide Internet (Internet (Rough Guides), 2000)",Angus J. Kennedy,1990,Rough Guides Limited
8520912427,Diario Do Farol: Romance,Jooao Paulo de Almeid Magalhhaes,2000,Editora Nova Fronteira
1401039081,Killer Asylum,David R. Williams,2000,Xlibris Corporation
0571173004,Rain,Kirsty Gunn,0,Faber Faber Inc
0380713608,A Morning for Flamingos,James L. Burke,1990,Avon
0061091316,Lost Boys,Orson Scott Card,1990,HarperTorch
0380767600,Lover in the Rough,Elizabeth Lowell,1990,Avon
0441748600,To Sail Beyond the Sunset,Robert Heinlein,1990,Ace Books
1853267805,THE ORIGIN OF SPECIES,Charles Darwin,1990,NTC/Contemporary Publishing Company
044023476X,Bitter Medicine,Sara Paretsky,1990,Dell Publishing Company
0553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hahn,1990,Random House
0440129389,"GOOD MOTHER, THE",Sue Miller,1980,Dell
0060187115,Chocolate: From Simple Cookies to Extravagant Showstoppers,Nick Malgieri,1990,HarperCollins Publishers
0898158699,The Village Baker's Wife: The Desserts and Pastries That Made Gayle's Famous,Joe Ortiz,1990,Ten Speed Press
0517884941,Moosewood Restaurant Low-Fat Favorites: Flavorful Recipes for Healthful Meals,Pam Krauss,1990,Clarkson N Potter Publishers
0679877894,My So-Called Life,Catherine Clark,1990,Bull's Eye Publishing
0380713284,The Body in the Belfry: A Faith Fairchild Mystery,Katherine Hall Page,1990,Avon
0553569783,Heartstone,PHILLIP M. MARGOLIN,1990,Bantam
0140258345,After Rain,William Trevor,1990,Penguin Books
0671744585,The Invitation,Jude Deveraux,1990,Pocket
8525008044,Pau-Brasil (Obras completas de Oswald de Andrade),Oswald de Andrade,1990,Editora Globo
8530802152,O retorno e terno--,Rubem A Alves,1990,Papirus Editora
8501057703,O Viajante Imovel: Machado de Assis E O Rio de Janeiro de Seu Tempo,Luciano Trigo,2000,Editora Record
8570411693,PolÃ­tica e recuperaÃ§Ã£o econÃ´mica em Minas Gerais (Humanitas),OtÃ¡vio Soares Dulci,1990,Editora UFMG
852600025X,Os melhores poemas de JoÃ£o Cabral de Melo Neto (Os Melhores poemas),JoÃ£o Cabral de Melo Neto,1980,Global Editora
8503003414,Menino de engenho,JosÃ© Lins do RÃªgo,1990,J Olympio Editora
8535400915,Secreta mirada,Lya Fett Luft,1990,Editora Mandarim
0553282085,A Little Class on Murder,Carolyn G. Hart,1980,Bantam Books
0440181275,A Stranger Is Watching,Mary Higgins Clark,1990,Dell Publishing Company
055376196X,Dancing in the Light,Shirley MacLaine,1980,Bantam Books
0440217490,A Dangerous Fortune,Ken Follett,1990,Island
0393315819,Ecstasy : Three Tales of Chemical Romance,Irvine Welsh,1990,W W Norton &amp Company
0140028420,Millstone,Margaret Drabble,0,Penguin Putnam~mass
0451521943,Ivanhoe,Sir Walter Scott,1980,Signet Book
0786212527,Bluebeard's Egg (Thorndike Large Print Basic Series),Margaret Atwood,1990,Thorndike Press
0609803115,Seinfeld: The Totally Unauthorized Tribute (Not That There's Anything Wrong With That),David Wild,1990,Random House Inc
1573223565,Songbook,Nick Hornby,2000,Riverhead Books
0679730753,The New Gothic: A Collection of Contemporary Gothic Fiction,Bradford Morrow,1990,Vintage Books USA
0307103439,Just Be Nice...and Say You're Sorry!: Super Shape Book (Pooh),Catherine McCafferty,1990,Golden Books Publishing Company
0192838717,The Red and the Black: A Chronicle of the Nineteenth Century (Oxford World's Classics),Stendhal,1990,Oxford University Press
2253038040,La Maison Aux Esprits,Isabel Allende,0,Livre De Poche French
2290302155,Debout les morts,Fred Vargas,2000,J'ai lu
155166528X,Veiled Journey,Nell Brien,1990,Mira
0689716230,Dragon's Milk (Dragon Chronicles),Susan Fletcher,1990,Aladdin
0345423496,3001: The Final Odyssey,Arthur C. Clarke,1990,Del Rey Books
0486270696,The Mysterious Stranger and Other Stories (Dover Thrift Editions),Mark Twain,1990,Dover Publications
0395670292,Lost Moon: The Perilous Voyage of Apollo 13,Jim Lovell,1990,Houghton Mifflin Co
0804105537,Storming Intrepid,Payne Harrison,1990,Ivy Books
0345345061,The Tolkien Reader,J. R. R. Tolkien,1980,Del Rey Books
0192815032,Pride and Prejudice,Jane Austen,1980,Oxford University Press
0380774194,Blameless,Barbara Shapiro,1990,Harper Mass Market Paperbacks (Mm)
0425111830,Search the Shadows,Barbara Michaels,1990,Berkley Publishing Group
0571117422,Translations (Faber Paperbacks),Brian Friel,1990,Faber &amp Faber
0380790033,Death in Paradise (Henrie O Mysteries (Paperback)),Carolyn Hart,1990,Avon
0671036556,Wait Until Dark,Andrea Kane,2000,Pocket
0451184327,First Offense,Nancy Taylor Rosenberg,1990,Signet Book
0440211921,Predator,Jack Olsen,1990,Dell Publishing Company
0440234999,Shakespeare's Christmas : A Lily Bard Mystery (Lily Bard Mysteries),CHARLAINE HARRIS,1990,Dell
067180720X,CURTAIN,Agatha Christie,1970,Pocket
0671643363,MARRIAGE MURDER,Nancy Pickard,1980,Pocket
0345438663,The Conversation Piece 2: A New Generation of Questions,Bret Nicholaus,2000,Ballantine Books
0671013963,"Into the Void (Star Trek New Frontier, No 2)",Peter David,1990,Star Trek
0440166462,Osterman Weekend,Robert Ludlum,0,Bantam Doubleday Dell
0446360872,The Fifth Profession,David Morrell,1990,Warner Books
0440204488,At Death's Door,Robert Barnard,1980,Dell Publishing Company
0375414517,Angel Rock (Vintage Contemporaries),DARREN WILLIAMS,2000,Knopf
0440102804,The Anodyne Necklace,Martha Grimes,1990,Dell
0312958919,"Death By Rhubarb : When Her Ex-Husband's New Girlfriend Is Served A Deadly Dinner, A Dishy Chef Turns Sleuth To Save Her Restaurant. (A Heaven Lee Culinary Mystery)",Lou Jane Temple,1990,St Martin's Paperbacks
0003701387,Airport International: Level 4 - Intermediate (Nelson Readers),Brian Moynahan,1980,Penguin Longman Publishing
0451180216,Interest of Justice,Nancy Taylor Rosenberg,1990,Signet Book
0671746723,Dirk Gently's Holistic Detective Agency,Douglas Adams,1990,Pocket Books
0312951647,In the Presence of Enemies,William J. Coughlin,1990,St Martin's Press
1560765836,"Before the Mask (Dragonlance Saga, Villains Series, Volume 1)",Michael Williams,1990,Wizards of the Coast
006000942X,How to Read Literature Like a Professor : A Lively and Entertaining Guide to Reading Between the Lines,Thomas C. Foster,2000,Perennial Currents
0300076754,Web Style Guide: Basic Design Principles for Creating Web Sites,Patrick J. Lynch,1990,Yale University Press
0140445560,The Odyssey (Penguin Classics),Homer,1990,Penguin Books
0679772669,In the Skin of a Lion: A Novel,Michael Ondaatje,1990,Vintage Books USA
0671707728,PRIME DIRECTIVE: STAR TREK (Star Trek),Judith Reeves-Stevens,1990,Star Trek
0786889284,Beyond Recognition,Ridley Pearson,1990,Hyperion
0140622454,A Woman of No Importance (Penguin Popular Classics),Oscar Wilde,2000,Penguin Books Ltd
0425167097,Toxin,Robin Cook,1990,Berkley Pub Group
0929654668,Lavie Parisienne,James Jennings,1990,Blue Moon Books
0671755862,LIVE FROM THE BATTLEFIELD: FROM VIETNAM-BAGHDAD 35 YRS INSIDE WORLDS WAR ZONES,Peter Arnett,1990,Simon &amp Schuster
1883601126,The Linux Bible,Matt Welsh,1990,Yggdrasil Computing Inc
0446359882,Homeplace,Dorothy Garlock,1990,Warner Books
0446353337,The Deeds of the Disturber,Elizabeth Peters,1990,Warner Books
0804111332,Probable Cause,Grif Stockley,1990,Fawcett Books
1551669218,Prospect Street,Emilie Richards,2000,Mira
0440206308,Extenuating Circumstances,Jonathan Valin,1990,Dell Publishing Company
0671785885,Brown-Eyed Girl,Mariah Stewart,2000,Pocket
0486290301,The Metamorphosis and Other Stories (Dover Thrift Editions),Franz Kafka,1990,Dover Publications
1841952753,Happiness,Will Ferguson,2000,Canongate Books
0446360317,St. Valentine's Night,Andrew M. Greeley,1990,Warner Books
0451523628,The House of Mirth (Penguin Great Books of the 20th Century),Edith Wharton,1990,Signet Classics
0061092827,Shades of Grace,Barbara Delinsky,1990,HarperTorch
0449000613,Rose Cottage,Mary Stewart,1990,Ivy Books
0812507584,Trojan Gold,Elizabeth Peters,1980,Tor Books
0140440100,Adventures of Don Quixote (Classics S.),Miguel De Cervantes,1980,Penguin Books
0671644459,Awakening,Jude Deveraux,1980,Pocket
0812583418,Angel Fire,Andrew M. Greeley,2000,Tor Books
0446306061,Skull Beneath the Skin,P D James,1980,Warner Books> C/o Little Br
0553280732,Jemima Shore's First Case,Antonia Fraser,1980,Bantam Books
2742705724,Mr Vertigo,Paul Auster,1990,Actes Sud
0451165209,The Richest Man in Babylon,George S. Clason,1990,Signet Book
0140440925,Sir Gawain and the Green Knight (Penguin Classics ; L92),Brian Stone,1950,Penguin Books
8506000130,O menino maluquinho,Ziraldo,1980,Melhoramentos
0440119383,The Deer Leap,Martha Grimes,1990,Dell Publishing Company
0553236210,Nova,Samuel R. Delany,1990,Spectra Books
0872860744,Notes of a Dirty Old Man,Charles Bukowski,1980,City Lights Publishers
0671869094,SHADOWS ON THE SUN: STAR TREK (Star Trek),Michael Jan Friedman,1990,Star Trek
0312974248,Do You Promise Not to Tell?,Mary Jane Clark,2000,St Martin's Paperbacks
0140482091,The Importance of Being Earnest and Other Plays,Oscar Wilde,1980,Penguin Books
0445408111,Not As Far As Velma,Nicholas Freeling,1990,Warner Books
0465001106,The Alien IQ Test: Are We Up to the Challenge,Clifford A. Pickover,1990,Harpercollins
8571643806,"Galantes memÃ³rias e admirÃ¡veis aventuras do virtuoso conselheiro Gomes, o ChalaÃ§a",JosÃ© Roberto Torero,1990,Companhia das Letras
0380013924,Satanic Rituals,Anton La Vey,1970,Avon
0553263153,Bobby Fischer Teaches Chess,Bobby Fischer,1990,Bantam Books
0553247786,Miracle Worker,William Gibson,1980,Bantam Books
0553137492,Black Holes and Warped Spacetime,William Kaufmann,0,Bantam Doubleday Dell
0425125505,Tincture of Death,Ray Harrison,1990,Berkley Pub Group
2253004359,Jane Eyre,Charlotte BrontÃ?Â«,1990,LGF
055305340X,A Brief History of Time : From the Big Bang to Black Holes,Stephen W. Hawking,1980,Bantam
0553287346,Well-Schooled in Murder,Elizabeth George,1990,Bantam Books
2246615011,Baudolino,Umberto Eco,2000,Grasset
0971904774,Songbook,Nick Hornby,2000,McSweeneys Books
0671701835,BATTLESTATIONS (ST #31) (Star Trek (Numbered Paperback)),Diane L. Carey,1980,Star Trek
0140184929,Brighton Rock (Twentieth Century Classics),Graham Greene,1990,Penguin Books
0879755008,An Enquiry Concerning Human Understanding (Great Books in Philosophy),David Hume,1980,Prometheus Books
0553582372,A Place of Hiding,ELIZABETH GEORGE,2000,Bantam
0553212087,Howards End,E. M. Forster,1980,Bantam Books
0515107263,Happy Are the Merciful,Andrew M. Greeley,1990,Jove Books
0553272225,Something Wicked,Carolyn G. Hart,1980,Bantam
0380569523,City Primeval  Co,Elmore Leonard,1980,Avon
1879639815,Motivating Students Who Don't Care: Successful Techniques for Educators,Allen N. Mendler,2000,National Educational Service
051510843X,Wallflower: A Janek Novel,William Bayer,1990,Jove Books
0312959834,Dying to Fly Fish: A Max Addams Fly-Fishing Mystery (Dead Letter Mysteries),David Leitz,1990,St Martins Pr (Mm)
0804119716,Out of Control,Suzanne Brockmann,2000,Ballantine Books
185326007X,Women in Love (Wordsworth Classics),D. H. Lawrence,1990,NTC/Contemporary Publishing Company
1893224546,The Theory of Everything: The Origin and Fate of the Universe,S. W. Hawking,2000,New Millennium Press
0684825546,ZORBA THE GREEK,Nikos Kazantzakis,1990,Touchstone
0679724346,Tao Te Ching [Text Only],Laozi,1980,Vintage Books USA
2234054036,La Grammaire est une chanson douce,Erik Orsenna,2000,Stock
2877304892,Je vous Ã?Â©cris,Inoue Hisashi,2000,Philippe Picquier
0140621237,Kings Solomon's Mines (Penguin Popular Classics),R. Haggard,1990,Penguin Books Ltd
8501052981,O Fantasma,Danielle Steel,0,Luso Brazilian Books
006101141X,Homeplace,Anne Rivers Siddons,1990,HarperTorch
1853260304,A Midsummer Night's Dream (Wordsworth Collection),William Shakespeare,1990,NTC/Contemporary Publishing Company
067101465X,"Dujonian's Hoard (Star Trek The Next Generation: The Captain's Table, Book 2)",Michael Jan Friedman,1990,Star Trek
0452285186,The Book of Bunny Suicides,Andy Riley,2000,Plume Plume
8571640599,Boca do inferno: Romance,Ana Maria Miranda,1980,Companhia das Letras
0374384436,A Wind in the Door,Madeleine L'Engle,1970,Farrar Straus Giroux
8535900586,Borges e os orangotangos eternos (Literatura ou morte),LuÃ­s Fernando VerÃ­ssimo,2000,Companhia das Letras
1559613874,Angels in the Mirror: Voodoo Music of Haiti (Musical Expeditions),Elizabeth A. McAlister,1990,Ellipsis Arts
0671013971,"The Two Front War (Star Trek New Frontier, No 3)",Peter David,1990,Star Trek
0671667351,WOUNDED SKY: STAR TREK #13,Diane Duane,1980,Star Trek
1881098184,"The Witches' Almanac, Spring 2002 to Spring 2003 (Witches Almanac, 2002 2003)",Elizabeth Pepper,2000,Witches Almanac Ltd
0345365259,Bouquet of Thorns,John Sherwood,1990,Ballantine Books
0451097874,Flesh,Philip Jose Farmer,1980,New American Library
0345419685,"The Fabulous Riverboat (Riverworld Saga, Book 2)",Philip Jose Farmer,1990,Del Rey Books
0140435387,Jude the Obscure (Penguin Classics),Thomas Hardy,1990,Penguin Books
0684825309,SALT DANCERS,Ursula Hegi,1990,Scribner Paper Fiction
0380802090,Hunted,James Alan Gardner,2000,Eos
2266023039,La Nuit des temps,RenÃ?Â© Barjavel,1980,Pocket
1857996097,The Necklace (Phoenix 60p Paperbacks),Guy de Maupassant,1990,Orion Publishing Co
0312929587,Undercurrents,Ridley Pearson,1990,St Martin's Press
0380713292,The Body in the Kelp: A Faith Fairchild Mystery,Katherine Hall Page,1990,Avon
0425140067,Corpse in the Kitchen,Sarah J. Mason,1990,Berkley Pub Group
044016754X,Overload,Arthur Hailey,1990,Dell Publishing Company
1565924207,PalmPilot: The Ultimate Guide (First Edition),David Pogue,1990,O'Reilly
8525404683,DicionÃ¡rio do viajante insÃ³lito,Moacyr Scliar,1990,L&ampPM Editores
156245028X,Cheatnotes on Life: Lessons from the Classroom of Life,Donna Blaurock,1990,Great Quotations
0345365283,A Death for a Dreamer,E.X. Giroux,1990,Ballantine Books
0425149331,Dead Man's Thoughts,Carolyn Wheat,1990,Berkley Pub Group
0553574973,The Depths of Time,Roger MacBride Allen,2000,Bantam Books
0451180682,Murder for Father,Martin H. Greenberg,1990,New Amer Library (Mm)
0743442539,The Spy Who Came In from the Cold,John le Carre,2000,Scribner
0345344448,Martian Time Slip,Philip K. Dick,1990,Del Rey Books
0345325850,Up the Line,Robert Silverberg,1980,Del Rey Books
0553283952,The Coming of the King (The First Book of Merlin),Nikolai Tolstoy,1990,Spectra Books
0374373620,A Swiftly Tilting Planet,Madeleine L'Engle,1970,Farrar Straus and Giroux (BYR)
0312852134,Vanishing Point,Michaela Roessner,1990,St Martins Pr
0449212254,The Raven in the Foregate (Brother Cadfael Mysteries),Ellis Peters,1980,Fawcett Books
B000051ZUO,Triangle,Sondra Marshak,0,Pocket Books
0671702831,Star Trek IV The Voyage Home (Star Trek),Vonda N. McIntyre,1980,Star Trek
067172052X,FALLEN ANGELS,Larry Niven,1990,Baen
1551108631,New Mexico (The America Series),Tanya Lloyd,1990,Whitecap Books
0671014633,"War Dragons (Star Trek: The Captain's Table, Book 1)",L. A. Graf,1990,Star Trek
0451459393,"The Way of the Wolf (The Vampire Earth, Book 1)",E. E. Knight,2000,Roc
0345298705,Shakespeare's Planet,Clifford D. Simak,1980,Del Rey Books
0449130703,The Number of the Beast,Robert Heinlein,1980,Fawcett Books
958704049X,El hombre duplicado,Jose Saramago,2000,Alfaguara Ediciones SA (Spain)
9681500830,El Principito/Little Prince,Antonie De Saint,1990,Editores Mexicanos Unidos SA
0671637924,The Pianoplayers: Anthony Burgess,Anthony Burgess,1980,Washington Square Press
0064470598,Jacob Have I Loved,Katherine Paterson,1990,HarperTrophy
0786001674,Prizzi's Money,Richard Condon,1990,Pinnacle Books
0810835517,World Conflicts: A Comprehensive Guide to World Strife Since 1945,Patrick Brogan,1990,Rowman &amp Littlefield (Non NBN)
0451522753,Little Men,Louisa May Alcott,1990,Signet Classics
0440119006,Death on the High C's,Robert Barnard,1980,Dell Publishing Company
0801492823,"Four Texts on Socrates: Plato's Euthyphro, Apology of Socrates, and Crito and Aristophanes' Clouds",Thomas West,1980,Cornell Univ Pr
0451407946,The Offer,Catherine Coulter,1990,Signet Historical Romance
0261102753,The Road to Middle-Earth,T. A. Shippey,1990,HarperCollins
0671645307,THEN HANG ALL THE LIARS,Sarah Shankman,1980,Pocket
0515121959,Extreme Instinct,Robert W. Walker,1990,Jove Books
0060011572,Animal Liberation,Peter Singer,2000,Ecco
0345329082,Julian,Gore Vidal,1980,Ballantine Books
9681903900,El Ano De LA Muerte De Ricardo Reis (Alfaguara),Jose Saramago,1990,Santillana Pub Co
0061030155,Shining Through,Susan Isaacs,2000,HarperTorch
0671673181,DARKNESS FALLS,Joyce Anne Schneider,1990,Pocket
0451159292,Blood Test,Jonathan Kellerman,1980,Signet Book
0061082163,Alone in a Crowd (Harper Monogram),Georgia Bockoven,1990,HarperTorch
0192834770,The Secret Agent: A Simple Tale (Oxford World's Classics),Joseph Conrad,1990,Oxford University Press
0140621083,Agnes Grey (Penguin Popular Classics),Anne Bronte,1990,Penguin Books Ltd
8573022396,Luxuria a Casa Dos Budas Ditosos (Plenos pecados),JoÃ£o Ubaldo Ribeiro,1990,Luso Brazilian Books
0380751925,The Necronomicon,Simon,1980,Avon
0380810220,The Sugar House: A Tess Monaghan Mystery,Laura Lippman,2000,Avon
0375718850,Ash Wednesday: A Novel (Vintage Contemporaries (Paperback)),Ethan Hawke,2000,Vintage Books USA
0380798468,Butchers Hill (Tess Monaghan Mysteries (Paperback)),Laura Lippman,1990,Avon
0691089132,Stars and Planets (Princeton Field Guides),Ian Ridpath,2000,Princeton University Press
8571643164,Sem pecado: Romance,Ana Maria Miranda,1990,Companhia das Letras
0553270001,Dead on Arrival,DOROTHY SIMPSON,1980,Crimeline
0451522699,"The Tragedy of Titus Andronicus: The Life of Timon of Athens With New Dramatic Criticism and an Updated Bibliography (Shakespeare, William, Works.)",William Shakespeare,1980,Signet Classics
3596113776,Tagebuch,Anne Frank,1990,Fischer Taschenbuch Verlag GmbH
3423124776,Radetzkymarsch.,Joseph Roth,1990,Dtv
0517584921,Manhattan Nocturne: A Novel,Colin Harrison,1990,Crown Publishers
2258009545,MÃ©moires intimes,Georges Simenon,1980,Presses de la CitÃ©
8501062669,Tratado geral das grandezas do Ã­nfimo,Manoel de Barros,2000,Editora Record
0425107507,Terminal Justice,Victor Wartofsky,1980,Berkley Pub Group (Mm)
0812500601,Artifact,Gregory Benford,1980,Tor Books
0345418840,The Puzzled Heart (Kate Fansler Novels (Paperback)),Amanda Cross,1990,Fawcett Books
0451177134,"A Classy Touch of Murder (Dr. Jean Montrose Mystery, No 3)",C. F. Roe,1990,Signet Book
0821748564,Happy Endings,Katherine Stone,1990,Kensington Pub Corp
8525404373,ComÃ©dias da vida privada: 101 crÃ´nicas escolhidas,LuÃ­s Fernando VerÃ­ssimo,1990,L&ampPM Editores
857164554X,"Estranhos estrangeiros ;: E, Pela noite",Caio Fernando Abreu,1990,Companhia das Letras
0590254960,"A Bad, Bad Day (My First Hello Reader)",Kirsten Hall,1990,Cartwheel Books
0590483692,"Soccer Game! (Hello Reader! (DO NOT USE, please choose level and binding))",Grace MacCarone,1990,Scholastic
8508064624,O cÃ£o da meia-noite: Contos,Marcos Rey,1990,Editora Atica
850102872X,O Amor Nos Tempos Do Colera,Gabr Garcia Marquez,0,Distribooks Int'l+inc
0435272527,Pride and Prejudice (Intermediate Level),Margaret Tarner,1990,Delta Systems
8571647704,Tormentos ocasionais: Romance,Bernadette Lyra,1990,Companhia das Letras
0553060996,Las piadosas,Federico Andahazi,1990,Bantam Books
0297167626,Lolita,Vladimir Nabokov,0,Trafalgar Square
0312982526,Sacred Ground,Barbara Wood,2000,St Martin's Paperbacks
853361201X,A Arte da Felicidade: Um Manual para a Vida,Dalai Lama,2000,Martins Fontes
0380004259,Dark Fires: Steve &amp; Ginny Book 2,Rosemary Rogers,1990,Avon Books
0023607807,Theaetetus (MacMillan/Library of Liberal Arts),Plato,1970,Prentice Hall
0451166396,Tar Baby,Toni Morrison,1980,Signet Book
850104041X,O amor natural,Carlos Drummond de Andrade,1990,Editora Record
0451180674,A Bonny Case of Murder,C. F. Roe,1990,Signet Book
0671010387,We'll Meet Again,Mary Higgins Clark,2000,Simon &amp Schuster (Trade Division)
0821730630,Murder on the Glitter Box,Steve Allen,1990,Zebra Books
0312119259,I Killed Hemingway : A Novel,William Henderson,1990,Picador
046508138X,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,2000,Basic Books
0789723107,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,2000,New Riders
0553180851,Private Eyes,Jonathan Kellerman,1990,Bantam Books
0061042323,Passion and Illusion,Barbara Delinsky,1990,HarperTorch
0449217426,Rainbow in the Mist,Phyllis A. Whitney,1990,Ivy Books
0060808799,Silence Observed,Michael Innes,1980,Perennial
2221066456,Le dÃ©sir d'Ãªtre inutile: Souvenirs et rÃ©flexions (Collection VÃ©cu),Hugo Pratt,1990,R Laffont
2266091611,Voyage au centre de la Terre,Jules Verne,1990,Pocket
0060953500,Reinventing Comics : How Imagination and Technology Are Revolutionizing an Art Form,Scott McCloud,2000,Perennial
0446386898,Watchmen,Alan Moore,1980,Warner Books
0521467071,The Cambridge Companion to Liberation Theology (Cambridge Companions to Religion),Christopher Rowland,1990,Cambridge University Press
0140623035,Candide (Penguin Popular Classics),Voltaire,2000,Penguin Books Ltd
014043464X,Mary Barton: Penguin Classics,Elizabeth Gaskell,1990,Penguin Books
0141439726,Bleak House (Penguin Classics),Charles Dickens,2000,Penguin Books
2268045757,Maximes et pensÃ?Â©es : Ã?Â?pictÃ?Â¨te,Ã?Â?pictÃ?Â¨te,2000,Editions du Rocher
0618139303,Y: The Descent of Men,Steve Jones,2000,Houghton Mifflin Company
0195002121,The Problems of Philosophy,"Bertrand Russell, 3d Earl Russell",1950,Oxford University Press
0415028256,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,1980,Routledge
0871318415,Living in Space: A Handbook for Work &amp; Exploration Beyond the Earth's Atmosphere,G. Harry Stine,1990,Natl Book Network
0140621288,Fables (Penguin Popular Classics),Aesop,1990,Penguin Books Ltd
0969000103,Sadat's strategy (History in the making),Paul Eidelberg,1970,Dawn
014017186X,Dracula,Bram Stoker,1990,Penguin Books Ltd
089608289X,On Power and Ideology: The Managua Lectures,Noam Chomsky,1980,South End Press
0671702688,GENEROUS DEATH,Nancy Pickard,1990,Pocket
0515058653,"Something Old, Something New",Lillian Africano,1980,Jove Books
8571644829,O xangÃ´ de Baker Street: Romance,JÃ´ Soares,1990,Companhia das Letras
0671556037,Split Image,Judy Mercer,1990,Pocket
157324127X,Uppity Women of the Renaissance,Vicki Leon,1990,Conari Press
0425145425,A Bite of Death,Susan Conant,1990,Berkley Publishing Group
0345374266,Shadows in Bronze,Lindsey Davis,1990,Ballantine Books
